Date,Open,High,Low,Close,Adj Close,Volume
2015-01-19,13.790000,14.180000,13.790000,14.100000,11.413452,26949
2015-01-20,14.210000,14.560000,14.020000,14.250000,11.534872,133448
2015-01-21,14.490000,14.490000,13.910000,14.250000,11.534872,62379
2015-01-22,14.280000,14.750000,14.080000,14.520000,11.753428,90309
2015-01-23,14.600000,15.180000,14.530000,15.060000,12.190539,471304
2015-01-26,14.990000,15.530000,14.800000,15.530000,12.570987,83496
2015-01-27,15.500000,15.550000,15.160000,15.210000,12.311958,76325
2015-01-28,15.290000,15.530000,14.860000,15.290000,12.376714,63826
2015-01-29,15.030000,15.490000,14.700000,15.230000,12.328147,57553
2015-01-30,15.260000,15.480000,15.070000,15.250000,12.344337,71822
2015-02-02,15.430000,15.600000,15.000000,15.200000,12.303862,158600
2015-02-03,15.360000,15.560000,15.110000,15.470000,12.522419,84243
2015-02-04,15.560000,15.960000,15.560000,15.900000,12.870489,114208
2015-02-05,15.870000,15.930000,15.670000,15.900000,12.870489,59495
2015-02-06,15.820000,15.900000,15.560000,15.710000,12.716692,52035
2015-02-09,15.710000,15.800000,15.450000,15.570000,12.603365,28795
2015-02-10,15.550000,15.580000,15.330000,15.570000,12.603365,52930
2015-02-11,15.560000,15.850000,15.340000,15.700000,12.708596,54931
2015-02-12,15.580000,15.900000,15.530000,15.700000,12.708596,84740
2015-02-13,15.620000,15.930000,15.620000,15.650000,12.668122,137721
2015-02-16,15.810000,15.810000,15.510000,15.630000,12.651934,55786
2015-02-17,15.590000,15.990000,15.510000,15.980000,12.935246,68816
2015-02-18,15.970000,16.400000,15.960000,16.360001,13.242843,106641
2015-02-19,16.450001,16.799999,16.420000,16.600000,13.437114,156987
2015-02-20,16.870001,16.900000,16.540001,16.610001,13.445210,160366
2015-02-23,16.760000,16.889999,16.450001,16.709999,13.526155,110754
2015-02-24,16.830000,16.830000,16.590000,16.820000,13.615197,70490
2015-02-25,16.840000,16.870001,16.660000,16.870001,13.655670,48783
2015-02-26,16.719999,16.879999,16.680000,16.850000,13.639481,129594
2015-02-27,16.870001,17.219999,16.760000,17.200001,13.922793,109306
2015-03-02,17.299999,17.840000,17.230000,17.549999,14.206105,157949
2015-03-03,17.600000,17.700001,16.950001,17.100000,13.841846,72086
2015-03-04,17.190001,17.209999,16.709999,16.900000,13.679953,51895
2015-03-05,17.010000,17.280001,16.870001,17.129999,13.866130,58327
